headline,relation,labels
"이재명 ""자영업자·소상공인에 지역화폐 예산 삭감은 날벼락"" 개탄",X,0
"웅진씽크빅, 아동 넘어 성인 교육까지 꿰찬다",X,0
[2018 국감현장] 행불 결핵환자 188명…손놓고 있는 질본,X,0
"문 대통령 ""디지털 · 그린 문명 대전환, 국가 명운 걸고 토대 구축""",X,0
"강신명 청장, 외국인 밀집지역 치안현장 점검",X,0
"<종합>李대통령, 지자체 신종플루 비상근무 지시",O,1
야구공만 한 우박 폭탄...피해 속출,X,0
줄 늘어선 선별진료소,O,1
"정읍시립국악단, 코로나19 극복 시민 힐링 프로젝트 ‘국악 정감’ 공연",O,1
"대만 신규 사스환자수 크게 줄어 
",O,1
광주고법 보안관리대원 코로나19 확진…동료 20여명 검사,O,1
코로나 여파 지난달 사업체 종사자 5개월 만에 최소,O,1
AI에 효과 한국김치 이번에도 통할까?,O,1
방역당국 “성인 80%·고령층 90% 접종 완료하면 집단면역 가능”,O,1
제주도 간 40대 관광객 메르스 확진,O,1
"정순균 강남구청장, '그린스마트학교' 지정 반발…중재역할 컸다",X,0
경기도 65세이상 노인 82% 독감접종 마쳐…전국최고,X,0
에볼라 현지파견 인력 선발기준은 전문성·자발성,O,1
의정부고 졸업사진…역대급 패러디는? 모아보니 大폭소 ‘엄지 척!’,X,0
[주간 증시브리핑]“호재·악재 혼전 속 박스권 형성”,X,0
美 증시 독주 이어질까,X,0
"미 FDA 자문단 ""화이자 백신 부스터샷에 반대""…16 대 2로 부결",O,1
[fn사설] 소비가 문제다,X,0
블소2에 비밀 임무 수행하는 신규 모험 콘텐츠 열렸다,X,0
추석연휴 우리가족 ‘치아 건강’ 연령대별 체크포인트,X,0
"혁신성장 전략점검회의, 발언하는 이억원 차관",X,0
"""아이티 전염병 발병 가능성..방역 비상""",O,1
경제활성화 법안 내달 6일 ‘일괄처리’‥여권 분열 조기 봉합 ‘변수’,X,0
[서울 구청단신]노원·강서·구로·서초,X,0
신종플루 경보단계 ‘경계’로 격상,O,1
朴대통령 지지율 29%…역대 최저<갤럽>,X,0
"충북 음성군, AI 살처분 가금류 매몰 방식 개선",O,1
주형환 산업부 장관 후보자 프로필,X,0
"한미원자력협정 정식 성명, 윤병세 장관 14~16 미국 방문",X,0
‘원주 삼토 페스티벌’ 2년 연속 취소,X,0
"자영업자 67% ""비용 부담돼 무인점포 고민중""",X,0
"메르스 의심 환자, 한 사람 놓쳐 수백명 감염 위기 “병실에서 무슨 일이?”",O,1
우려했던 '추석 감염' 현실로?…전국 각지서 확산 징후(종합),O,1
[e공시 눈에 띄네] 코스닥-10일,X,0
"""건강 챙기자"" vs ""효과 모른다""",X,0
왜 해킹만 터졌다면 북한의 소행인가,X,0
김태호 경남도지사 양산 찾아 보건 관계자 독려,O,1
"<특징주>항공·여행주, 방학·휴가철 맞아 회복세",X,0
조간신문 브리핑,X,0
"하상욱의 메르스 예방법, 역시 짧고 강한 한마디",O,1
국립현대무용단 대표 레퍼토리 '공일차원' 앙코르,X,0
"정면돌파 윤석열·거드는 당, 국면전환 시도…'실체' 없는 공방 장기화로",X,0
1급 시각장애 딛고 서울대 합격 영광,X,0
3가지 키워드로 본 유망주 찾기 - 삼성,X,0
"경기도, 농작물 가뭄극복 위해 46억원 긴급지원",X,0
"<이라크戰> ""조기종전 북핵문제 해결에 得""",X,0
7월 기업경기전망 메르스로 '곤두박질',O,1
"[인터뷰]김선동 ""`최종병기` 최재형, 이재명 상대하는 데 유리""",X,0
"박영선,  '이학수법' 이어 '삼성의료원 환원' 주장",X,0
[패럴림픽] 연대와 희망 외친 도쿄 패럴림픽…13일 열전 마치고 폐막,X,0
"""팔 수 있는 것 다 팔아도 역부족""…서울교통공사 1조 적자 왜?",X,0
조성은 “박지원 동석자없이 만나…손준성 발송증거 제출”,X,0
메르스 환자 국내 첫 발생…치사율은 사스보다 더 높아 ‘확산속도는?’,O,1
[긴급] 교육부 “메르스 학생 확진자 첫 발생… 의심 환자 아니었다”,O,1
"충북대병원, 심뇌혈관질환 예방관리 캠페인",X,0
"부광약품, 코로나19 치료제 개발 중단…“효과 입증 못해”",O,1
임시공휴일 지정에 온라인 반응 ‘시끌시끌’,X,0
"올해 국내 첫 일본뇌염 환자, 전남 광주서 발생",X,0
강남 임대보장! 강남역 푸르지오시티 오피스텔 특별분양!,X,0
"백신 '이상증세' 초교, 신종플루 집단 발병",O,1
일본 코로나 신규 확진 1만6천명대…월요일 기준 최다,O,1
"임시공휴일, 새정치문주연합도 적극 찬성 “메르스로 침체된 내수 경기에 도움 될 듯”",O,1
"美 의회경찰대, 주말 'J6 집회' 앞두고 주방위군 지원 요청",X,0
"여름정기 세일 후 또 세일 들어간 백화점업계, 왜?",X,0
신종 인플루엔자 환자 4명 추가,O,1
"무협 ""4분기 수출 호조세 지속 전망…원재료 가격·물류비 제약 요인""",X,0
두 번째 '진드기 바이러스' 감염사례 확인,O,1
이제 치과! 치질! 한방진료!도 의료실비로 보장 받으세요~,X,0
오늘도 길게 줄 선 임시선별검사소,O,1
“4월10일” 1박2일(주말) 제주도 명문 골프여행,X,0
"<신종플루> 러시아 2명, 감기환자로 판명",O,1
"[클릭 e종목]제이브이엠, 실적과 인티팜 모멘텀까지 '방긋'",X,0
"삼성서울병원, 메르스환자 응급실 선별격리실서 격리진료(속보)",O,1
"'고발 사주 제보자' 조성은 공수처 재출석...""추가 자료 제출""",X,0
"수입 캔맥주 가격은 하락, 국산은 소폭 상승",X,0
"한은노조 ‘금리정책’ 설문
",X,0
'세계경기 둔화' 美 전염 우려 전전긍긍,O,1
"GC녹십자랩셀·GC녹십자셀 합병안 주총 통과…""11월 합병""",X,0
"사스위험지역 입국자 전원 검사.. 긴급차관회의
",O,1
'고발 사주' 수사하는 공수처와 검찰‥협력? 갈등?,X,0
"文, 부정평가율 2%p 하락…아프가니스탄서 정부 활약상 긍정평가",X,0
'초등 보건교사 순회근무' 폐지 촉구 잇따라,X,0
대학로 '예술마당' 경매로…공연예술계 침체로 운영난,X,0
질병관리본부 차관급 격상…감염병 발생시 질병관리본부가 지휘,O,1
"野 주자들, 尹 공약 표절에 공세···""대장동 의혹'엔 한목소리",X,0
[단독]'삼성 일감 몰아주기' 검증...이재용 최측근 증인 채택되나,X,0
영동고속도로 110㎞ 구간 정체…오전 11시 교통량 '최대',X,0
“학교도 병원도 택배도 불안”...메르스 포비아(phobia)부른 무능력한 정부,O,1
1600선 돌파 이후 주도주는?,X,0
구미 목욕탕 45곳 1주간 집합 금지…이틀간 16명 확진,O,1
"박원순 서울시장 ""늑장대응 보다는 과잉 대응이 낫다""",X,0
울돌목 해상 케이블카 개통···“명량의 회오리 하늘에서 본다”,O,1
"BTS ""유엔서 연설과 공연, 믿기지 않아…많은 분들 백신 접종하길""",O,1
“북한 등 최빈국 신종플루로 수백만 사망 가능성”,O,1
“첫 메르스환자 사실상 완치… 일반병동서 치료”,O,1
"""평택, 아시아서 주한미군 존재 보여주는 곳…한미동맹의 중심""",X,0
"청양군보건의료원, 3월 취학아동 예방접종 완료 당부",O,1
"""사스로 인한 IT 투자 감소 10억달러 정도""...IDC
",O,1
"‘감염병 소방수’ 역학조사관, 정규직 89명으로 대폭 늘린다",O,1
[World Now] 5남매 남겨두고 코로나로 숨진 미국인 부부,O,1
이틀째 메르스 추가 확진·사망자도 없어…치료 환자 중 25.4% 상태 불안정,O,1
"亞증시,미군 바그다드 진입에""랠리""
",X,0
"국민연금 기금운용위 연기…복지부 장관, 메르스 여파로 불참",O,1
"새누리 메르스 비상대책특위, 전문가 합동 간담회",O,1
"메르스 감사 결과, “책임질 사람은 빠졌다”…복지부 ‘허탈’",O,1
"공수처, 윤석열 관련 수사에 속도…대검 압수수색·한동수 소환",X,0
서울관광 홍보버스 1000대 시내 누빈다,X,0
"""경제 대수술 불가피""...여야 공방 가열",X,0
[스마트 리빙] 짜장빙수는 어떤 맛? '빙수'의 색다른 변신 外,X,0
"은병욱 을지대학교 교수, 국무총리표창 수상",X,0
'길게 이어진 줄',X,0
"KDI ""그리스 부정적 파급효과 제한적""",X,0
"강서구, 배달음식점 주방 위생 공개…홈페이지 등에 게시",X,0
내일부터 18~49세 접종...추석 이후 백신 예약자 일정 앞당길 수 있어,O,1
"[지카 확산]흰줄숲모기와 전쟁…""유충을 찾아라""",O,1
"관악구, ‘함께 만들고 누리는 건강서울’ 수상구 선정",X,0
[종합]'AI 확산' 음성지역 육용오리 '씨' 말라…8만마리 생존,O,1
뉴욕서 에볼라 환자 발생…美 '에볼라 공포' 진화에 총력,O,1
"'비대면 세탁' 런드리고, 알토스벤처스·소뱅 등으로부터 500억 투자 유치 [마켓인사이트]",X,0
"WHO ""코로나 퇴치 가능성 매우 낮아…변이 계속 나타날 것""",O,1
2학기 개학 부산지역 대학 비대면 수업…실기는 대면,O,1
"보건 당국 소극적 대응, 메르스 공포 키운다",O,1
"""키워드 검색 적법""...김웅 의원실 압수수색 방법 고심",X,0
 이대목동병원 신생아 4명 숨져…“동시다발 심정지 매우 이례적” ,O,1
아산충무병원 의료진 10명 '메르스 음성',O,1
'올해는 당신',X,0
김화중장관 사스대책논의,O,1
"메르스 병원 추가 공개…""2차 유행 모레 정점""",O,1
"한류뱅크 KDC, 글로벌 거래소 XT 추가 상장…""세계 한류팬 대상""",X,0
"[특징주]외국인카지노株, 약세…'2Q 실적 부진 우려'",X,0
"진웅섭 금감원장, 동대문 방문 메르스 고충 경청",O,1
서해안·중부내륙 'AI‘ 확산…충남 AI 유입차단 주력,O,1
"[대구소식]달서구, 초등 고학년 '찾아가는 기후변화 교실' 등",X,0
속초 코로나19 확진자 4명(573~576번) 추가 발생...21일 총 5명,O,1
대만서 온 20대 한국인 남성 사스 추정환자(3보),O,1
"[속보] ""내년 예산에 코로나19 경구용 치료제 2만명분 추가구매비 반영""",O,1
"새누리당, 메르스 대책 특위 구성…위원장 이명수",O,1
"코로나19 치료제 곧 나온다? WHO ""빠르면 3주 안에 중국 예비 결과""",O,1
명절엔 역시 식용유 선물세트죠,X,0
확진환자 이송 첫 확인…불안감 확산,O,1
올해 조달사업 35조1000억 달해,X,0
"월 100원 내고, 레저사고 2천만원 보장",X,0
구급차를 콜택시처럼…과태료 200만 원 부과,X,0
"외국인 입국자 수, 메르스 사태 이전 수준 회복",O,1
의료공백 피했다…파업 극적 철회 5대 핵심 과제는?,O,1
"WHO ""한국 메르스, 전세계 공중보건 비상사태는 아니다""",O,1
신종플루 여파 터미널도 분주,O,1
메르스 환자 1명 추가..부산 좋은강안병원서 발생,O,1
코로나19 백신 오접종 1천803건…절반 이상 화이자,O,1
"[미리보는 이데일리 신문]현대차, 관리자급 대거 철수…中사업 ‘원점 재검토’ 하나",X,0
"‘문어발 확장 논란’ 카카오, 국민기업으로 재도약할까",X,0
"이상현 대표 ""독보적 mRNA기술 통해 바이오 상생적 혁신 이룰 것""",O,1
유럽서 유행 바이러스 파괴 기대되는 항바이러스 물질 개발,O,1
"메르스 확진 환자 접촉 도민 3명으로 늘어, 보건당국 격리, 감시중",O,1
"[속보] ""강동경희대병원 투석실 환자 110여 명 메르스 노출 우려""",O,1
QR코드 없었으면 어쩔 뻔…동선 파악 5분만에 가능,O,1
"""대중 수출 의존국 성장률 크게 둔화""-한은",X,0
WHO “한국 메르스 단기간 해결 어렵다… 정보공개 늦어 초기방역 실패”,O,1
[동정]정진엽 보건복지부 장관,X,0
"폐사한 큰기러기 AI 양성 확진, 서울동물원 재휴장",O,1
"""규제로 문닫은 면세점, 손에 꼽을 쇼킹한 사건""",O,1
"""기기변경이 절반인데…"" SKT 영업정지 실효성 '논란'",X,0
"양천구 다나의원 C형간염, 원인은 ‘2008년 개원 후 주사기 재사용’",O,1
"신세계 강남점, 고야드 신상품 전세계 단독 판매",X,0
“신종플루 예방은 1830 손씻기로!”,O,1
18~49세 백신 접종 D-1,O,1
"메르스 환자 3명 늘어 169명, 사망자 25명 치사율 14.8%… 감염자 중 의사는 2명",O,1
[오늘의 주요일정］제주(8월19일 수요일),X,0
"美CDC ""코로나19 입원 예방 효과는 모더나-화이자-얀센 순""",O,1
"[종목 포커스] 비상교육, 휴교령에 온라인교육주 급등",X,0
"""40살 건강했던 아내, 모더나 맞고 의식불명… 하루하루 눈물만""",O,1
"윤석열 '청약통장' 발언에, 이재명 ""공부 덜 됐다""",X,0
"현대로템 3사랑회, 창원 무료급식소 5곳 식자재 지원",X,0
'택시기사 폭행 혐의' 이용구 前차관 기소,X,0
한산한 메르스 선별진료실,O,1
"양경수 측 ""기소 혐의 위헌 소지 커"" 주장에도 구속적부심사 기각",X,0
“같은 병실 안썼지만 메르스 감염…외래진료 중 접촉”,O,1
"국내 김치 냉장고업체, 해외 김치 소비 확대로 수출 타진",X,0
"문 대통령, 유엔총회 참석차 출국‥22일 기조연설",X,0
“고정관념 버리니 성공”…반토막 매출 ‘밀키트’로 반전,X,0
"메르스 한국, 중국이어 대만까지?…정부 방역 강화",O,1
"""신종플루 백서 숙지 안 해 메르스 키워… 질병 대응도 전쟁훈련처럼 준비해야""",O,1
"진원생명과학, 지카백신 임상 접종 개시",O,1
유해물질 포함 탈취제·방향제 판매 금지…'뒷북 대응' 비판도,X,0
학생들이 디자인한 '지역문화상품' 시판된다,X,0
"충남 공주, 천안 구제역 발생에 따른 긴급조치",O,1
"순천향대서울병원서 45명 확진…""돌파감염 추정""",O,1
"한국, 글로벌 혁신 지수 '세계 5위'…역대 최고",X,0
"메르스 격리자 682명으로 급증, 무서운 속도로 확산…‘2일 만에 무려 5배 급증’",O,1
보건복지 수장 전격 교체...모레 대국민담화,X,0
"朴대통령, 黃총리에 ‘메르스’ 특명...법무장관 ‘기수역전’ 가능성",X,0
"[오늘의 주요 일정]서울시(17,수)",X,0
"KT, 케냐서 `감염병 확산방지 프로젝트` 사례발표",O,1
신종플루 학생 예방접종 내일 시작,O,1
"최경환 ""내년 예산에 문화·관광분야 지원안 충실히 반영""",X,0
[성공투자 오후증시] 이 시각 환율 동향 - 달러·원 환율 2거래일 연속 상승,X,0
"""부딪히지도 않았는데 170만원 물어줘""…억울함 토로한 운전자 [영상]",X,0
"""변해야 산다"" ABL생명이 삼성SDS에게 한 수 배운 것은?",X,0
방역당국 “‘감염경로 조사중’ 비율 37.7% 최고치 경신”,O,1
성추행·신상유포·만취사고 ‘막가는 여수시’,X,0
"하남시, 온라인 수출상담으로 중앙아시아 시장 공략",X,0
박 대통령 일선학교 찾아 메르스사태 이후 첫 방문,O,1
오늘의 주요뉴스 (낮 12시),X,0
"정부, 내달초 ‘에볼라 보건인력’ 선발대 파견",O,1
충남 신종플루 감염자 급속 확산,O,1
"'에볼라' 때문에…""하루 하루가 버거워요""",O,1
"한국항해항만학회, 춘계학술발표대회 개최",X,0
정상 진료에 들어간 삼성서울병원,O,1
실질GDP 7년반 새 최고치 '3.2%↑'…'내수가 앞장',X,0
[신년사] 김병립 제주시장,X,0
'새정부 추경' 가시밭길 예고,X,0
"무역협회, ‘미·중·유럽 마스크 해외인증 설명회’ 개최",O,1
[메르스 사태 똑바로 보자] 경증 환자 거부할 수 있는 法개정 필요,O,1
[집중추적] 신종플루 불안속 `엇박자`,O,1
전문가도 엇갈리는 위험성 진단,X,0
"한·중·일· 아세안, 사스 증상자 출금 합의 
",O,1
"동원증권 4일 증시 체크포인트
",X,0
"최경환-박원순, 삼성서울병원서 대책 협의키로(3보)",X,0
한은 “국내 경기 회복세…관광 관련 업종 후유증 여전”,X,0
<특징주>녹십자 주가 5％↑…인플루엔자 백신 식약청 승인,X,0
혹시 메르스? 이스라엘 다녀온 60대 여성 의심증상,O,1
가격제한폭 확대 D-day…시장에 미칠 영향은?,X,0
"기재부 ""생산·투자 회복 지체…메르스로 불확실 확대""",O,1
'고발사주'·'朴 수사'·'노동관' 尹 집중타격 TV토론…후보 난립에 '산만',X,0
"광주 광산구, 문화재청 공모서 5개 사업 선정",X,0
[그래?픽!]늘어나는 장애인 학대…명절은 괜찮나,X,0
삼성서울병원 방문 이력있는 41930건 문자발송 및 전화조사 실시,O,1
<사설>공인의 명예와 법원 심판,X,0
"국립자연휴양림 추첨, 대관령자연휴양림 산토끼실 262대 1",X,0
"경제계 ""온실가스 감축목표 강한 유감.. 산업현장 현실 외면""",X,0
[속보]두번째 '지카' 환자 형도 양성 판정,O,1
글 써서 모은 돈으로 건조기를 샀습니다,X,0
마산국화축제 올해는 걸어서 본다…10월 27일 개막,X,0
[중산층 구매력 수직 하락] 중산층 구매력 수직 하락,X,0
오늘의 주요뉴스(오전 12시),X,0
"올바르게 손씻는 법, 메르스 예방법 중 가장 기본…물비누가 좋은 이유는?",O,1
한산한 명동,X,0
"""한국도 과거 박쥐 먹었다""는 황교익, 설현까지 소환",X,0
"종합병원 의사 포함 5명 메르스 확진, 최초 환자 접촉없는 ‘3차 감염자’",O,1
"[월요 비즈와이드] 車 재고 6만6천대 .. 3개월새 4배로
",X,0
메르스 나흘째 추가 확진자 없어...퇴원 2명 늘어 97명,O,1
[현장 블로그] 삼풍 20주기 공식 추모제 취소 논란,X,0
"이부진, 석달만에 또 中 찾아 ‘유커 모시기’",X,0
"[사진] 추석은 추석, 북적이는 시장",X,0
"[투데이] 임시공휴일 시민 표정 ""유치원이 쉰다니...""·""어차피 매출은 차이 없어""",X,0
영유아 신종플루 백신 접종 시작,O,1
전남 영암 AI 의심오리 고병원성 확진,O,1
"김무성 ""메르스, 선사태 해결 원칙으로 한마음돼야""",O,1
"해남경찰서, 노인 성폭력 예방을 위한 기관 간담회 개최",X,0
구제역 확산방지 노력하는 공무원들,O,1
"휴넷 ""법정의무교육 이러닝 성장세…코로나 이전比 300%↑""",O,1
"유럽 첫 에볼라 감염, 스페인 女간호사…“접촉한 사람 확인 중”",O,1
손만 잘 씻어도 전염병 70% 예방,O,1
'증세 없는 복지' 고수한 정부…경기 안살면 내년에도 '펑크',X,0
"안희정 ""내년 충남 도정, 여성·소수자 관점서 재점검""",X,0
[뉴스 브리핑] 남산 3호터널~케이블카 앨리베이터 이달 개통 外,X,0
메르스 여파 속 강태공들의 주말,O,1
"[더뉴스] 수도권 역대 최다 확진...""재택치료 확대 불가피""",O,1
'시민여러분 힘내십시오',X,0
"차병원, 신종플루 예방茶 제공 ‘눈길’",O,1
메르스 환자 발생 및 경유 병의원,O,1
[경제 카페]‘슈퍼컴’ 기부캠페인 동참해 보실래요?,X,0
"태진인터내셔날, ""중국 대중명품 시장, 새로운 성장동력 될 것""",X,0
문형표 “우리 좀 편하게 살자고 자식에게 빚 떠넘겨서야”,X,0
"[사설] 黨·靑, 메르스 재난 앞에서 각자도생할 때인가",O,1
北 “신종플루 감염자 없다..타미플루 충분”,O,1
"[특징주] 진원생명과학, 에볼라 확산 우려 '상한가'",O,1
"""초등학교 집단결석 주원인 백신 아닌듯""",O,1
시험장 격려방문한 안병만 장관,X,0
"보건당국, '메르스' 주의 당부",O,1
감염병 장기戰 버티려면 '마음 방역' 하세요,O,1
신종플루 위기단계 '관심'으로 하향,O,1
"멕시코 경제 3분기 2.93%↑..""불황 탈출 조짐""",X,0
"[메르스 사태]WHO 합동조사단 ""지역사회 감염 감시 중요""",O,1
"박 대통령 ""군, 과감하고도 근본적 혁신 해내야""",X,0
"오세훈, 추석 마지막날 선별검사소 찾아 '귀경길 선제검사' 당부",O,1
메르스 바이러스 감염 의심자 추가 발생…감염병 위기대응 한단계 상승,O,1
[나홀로 걷기] 소금산은 성형수술 중… 간현봉에서 위안을 얻다,X,0
'결속과 긴장' 속 북한 추석 풍경은?…명절 방역지침 하달,O,1
메르스 환자 5명 추가돼 30명…의료진 kf94마스크 불티? “숨차서 일상생활 못해”,O,1
씩씩한 입국,X,0
"지카바이러스, '소두증 바이러스' 얼마나 심각? WHO 대책 마련 긴급회의",O,1
"中 ""브릭스 정상회담서 아프간 사태 논의""…외교행보 잰걸음",X,0
"[신선한 경제] 편의점 도시락도 '고급스럽게'‥11,900원 vs 2,200원",X,0
가평군 코로나19 백신 1차접종률 70%돌파,O,1
"""거짓말"" VS ""제출한 적 없다""…또 '예비비 공개' 충돌",X,0
"최강욱, 대검에 윤석열 고발…""망가진 검찰 철저 규명""",X,0
인천 지역 신종플루 진정세 '뚜렷',O,1
"[메르스를 이기자]경찰, 헌혈인구 급감 사태에 헌혈 봉사 실시",O,1
[독자 옴부즈맨 코너] 일요일 신문의 힘 보여준 메르스 속보·분석 기사,O,1
전국 ‘부동산 반값 중개안’ 도입,X,0
인천항 입항 선박서 선원 20명 코로나19 확진,O,1
'신종플루 확진' 4명 추가...39명으로 늘어나,O,1
[포토]답변하는 문형표 장관,X,0
[한경에세이] 감기가 준 선물,X,0
"전재희장관 ""복지부외 생각하기 싫다""",X,0
신종플루 확산 추석 ‘초비상’,O,1
투자자라면 꼭 봐야할 10대 투자뉴스-8일,X,0
"관악구, 신종플루 확산 방지 구정 최우선으로",O,1
고노 “수출규제 관둘 수도” 다카이치 “美 미사일 배치하겠다”,X,0
최순실을 수어로 어떻게 표현하냐고요?,X,0
"'대장동' 편향 수사 등 논란에…김오수 ""여야·지위 막론 수사하라""",X,0
"평창, 신종플루 확산방지 행정력 총동원",O,1
"양주시의회, ‘양주시 옥정지구 초등학교 설립 촉구 건의안’ 채택",X,0
"독 연구진, 사스치료 가능 물질 발견",O,1
"전경련, 아시아 기업인에게 한국 관광 세일즈",X,0
"[신년사]이성균 일화 대표 ""100년 웅비하는 글로벌 기업 만들자""",X,0
"황교안, '변호사법' 위반 의혹도 ""청문회서 얘기""",X,0
증권사 데일리 헤드라인(28일),X,0
"美고교 수학여행단 1명, 신종플루 확진 판정",O,1
공적 마스크·코로나 백신…공공조달 '진두지휘',O,1
"한국관광공사, 가상현실 활용해 中 MZ 세대 공략",X,0
문학으로 담아낸 코로나 시대…최은미 ‘여기 우리 마주’,O,1
"박원순 ""국민이 여당과 박근혜정부 오만 심판""",X,0
"로슈 ""타미플루 한국 공급 충분""",O,1
제주 29일 15명 확진... 개천절 연휴 초긴장,O,1
"메르스 진상규명 촉구, 기자회견문 낭독",O,1
"與 경선, '20만표' 호남서 역전극?…'조국수홍' 여진 계속",X,0
방역은 철저하게,O,1
"서울 의사들 50명 중 4명 ""에볼라 파견 의향 있다""",O,1
"JW중외제약, 코로나19 항바이러스 치료제 본격 개발",O,1
신종플루 확산…14개교 휴교·개학 연기,O,1
유럽서 첫 임신부 지카 바이러스 감염…콜롬비아 방문 스페인인,O,1
"메르스 확진자 108명, 전국구 확산 소삭에 시민 불안감↑",O,1
[속보] 오후 6시까지 신규 확진 1673명…전날 대비 48명↑,O,1
메르스 백신 개발 10년 이상 걸릴수도,O,1
“한반도 전쟁 가능성 낮다”,X,0
싱가포르서 지카 감염자 15명 추가 확인…확진자 56명으로 늘어,O,1
"증권사, 신용공여 한도 소진 임박… 금융당국 리스크 관리 고삐 죄나",X,0
낯선 이국의 호텔서 서로를 ‘발견’한 남녀,X,0
"[뉴스앤이슈] 與, 윤석열 '청부 고발' 총공세...윤석열 ""정치공작""",X,0
[오늘의 주요일정]강원(8월27일 금요일),X,0
“신종플루 관련 비의학적 주장·치료 방법 난무”,O,1
"美 증시, 中 헝다 디폴트·FOMC 경계에 혼조…다우 0.15%↓ [인더머니]",X,0
이중가격에 치솟는 전세가격…'표준임대료' 도입하나,X,0
해외 대형 재난시 우리국민 긴급대피를 위해 「외교부-금호아시아나」손을 잡다.  - 외교부-금호아시아나 업무약정 체결 -,X,0
"민주당, 청년의날 맞아 ""역량 마음껏 펼칠 사회 구현할 것""",X,0
[신종 플루 비상] 정부 재난 2단계 ‘주의’ 유지,X,0
코로나19 대응 중앙재난안전대책본부 브리핑,O,1
"추석 전 막바지 귀성행렬…""오랜만에 가족 보러 가요""",X,0
"정읍시, 추석 명절 연휴 기간 비상 진료체계 가동",O,1
[해외증시] 자취엔 나흘째 하락,X,0
"신종플루, 어학원강사 4명 또 추가..총27명(상보)",O,1
부산 벡스코에 신종플루 검역장비 투입,O,1
평창 초등생 47명 노로바이러스 확진···감염자 81명 격리,O,1
전국 최고의 명품 ‘양양송이’ 본격 출하 시작,X,0
"온천1동, 저소득 홀로 어르신 방문 사업 시행",X,0
與 “메르스 대책 협의 위한 긴급 당·정·청 회의 제안”,O,1
"광주시, 생물무기테러·감염병대응 훈련 실시",X,0
"원광대, WK-튜터링 프로그램 운영...재학생 학습능력 향상",X,0
"<보건> WHO, 수주내 일부 사스피해지 여행경고 완화할듯",O,1
사우디아라비아 여행시 메르스 주의 당부,O,1
"삼성서울병원 기자회견 ""14번 환자에게 893명 노출…격리조치""",O,1
[의왕소식] '그냥드림코너’ 운영 연말까지 연장 등,X,0
"[전문]박 대통령, 세계간호사대회 개회식 축사",X,0
재난지원금 25만원에 함평군민은 추가로 20만원씩 더 받는다,O,1
"WHO, '신종 코로나' 비상사태 선포…사람 간 전염 이유",O,1
"위례, 광교 떳다!다음 주자는 미사강변도시?",X,0
"울산, 11일부터 신종플루 학교 예방접종",O,1
지카바이러스로 낙태 희망하는 남미 여성 급증,O,1
모두발언하는 최경환 국무총리 대행,X,0
백신 수급은 안정적…남은건 백신 부작용 해결,O,1
"경기도, 메르스 등 감염병 대처 역학조사관 증원에 ‘애로’",O,1
안경 쓰는 문형표 장관,X,0
"SK케미칼, 헌혈행사에 직원 140여명 참여",X,0
심각한 전재희 장관,X,0
"권오봉 여수시장, 추석 명절 앞두고 전통시장 상인 격려",X,0
"이재용, 메르스 사태 대국민사과 기자회견",O,1
"美 주간 실업수당 청구 31만건…""팬데믹 이후 최저치""",O,1
뉴스타워 클로징 (7월 8일),X,0
"주터키한국문화원, 아이돌 그룹 '동키즈' 초청 케이팝 콘서트",X,0
"수원시, 7~11월 ‘테마가 있는 인문학 강좌’ 운영",X,0
지역 랜드마크화 기대…브랜드 타운 형성 단지 속속 공급,X,0
"美 항공, '지카 바이러스' 여행 취소 승객 환불",O,1
원유철 “감염병 환자 기피 의료기관 벌칙 도입해야”,O,1
'에볼라' 환자에 실험 약물 투여했더니 '호전',O,1
[서울경제TV] 지난달 산업생산 0.6%↓… 6월 부진심화 우려,X,0
[반환점 맞는 박근혜 정부] 집권 2년 6개월 평가,X,0
"뉴욕 증시, 기업 실적 덕분에 10월에도 유종의 미?",X,0
"동해해경청 ""안전한 추석 책임집니다""",X,0
[포토]이재용 부회장 '메르스사태' 대국민 사과,O,1
우린 로봇으로 뭉친 찰떡궁합,X,0
"[속보] 홍남기 ""10월 위드코로나 시도…방역·경제 조화로 민생회복""",X,0
"""생명연, 바이오 스타트업 동반자 될 것""",X,0
"에볼라 바이러스 증상, 두통·발열 8일 후엔…'이럴 수가'",O,1
"이인영, 추석 앞둔 이산가족들 화상으로 위로",X,0
"울산 온산소방서, 메르스 확산 방지를 위한 특별교육",O,1
김 총리 “노마스크 이르면 연말쯤…‘먹는 치료제’ 나오면 유리한 위치”,O,1
대통령의 프라이버시와 프라이버시의 미래,X,0
"코레일, 메르스 환자 접촉 병원 노출 파문",O,1
재난지원금 91% 카드 수령…'TV에 현금까지’ 카드사별 이벤트 경쟁,O,1
[강원포럼]재난 때마다 뿌리 흔들리는 문화예술,X,0
정부 ‘메르스 격리자 → 관찰자’ 용어 수정 왜?,O,1
"삼성서울병원 간호사 메르스 확진, 5일 만에 추가 환자 발생",O,1
완도 메르스 의심환자 최종 음성 판명,O,1
메르스 공포 사라지나…지역·문화매출 회복세,O,1
봄철 미세먼지는 ‘이기고’ 건강은 ‘지키고’,X,0
中서 신종AI로 2명 사망…올해 감염 40명 넘어,O,1
양진 이사장과 인사 나누는 문재인 대표,X,0
신종플루 73개국 2만5천여명 감염,O,1
"코로나19 신규 확진 1,709명...59일째 네 자릿수",O,1
